,Hotel,Is repeated guest,Arrival date,Departure date,Lead time,Adults,Children,Babies,Meal,Country,Market segment,Distribution channel,Customer type,Room type,Booking changes,Deposit type,Agent,Company,Days in waiting list,Customer City,Customer State,ADR,Required car parking spaces,Total of special requests,Reservation status,Reservation status date,Booking Date,Canceled
496,Resort Hotel,1,2020-10-10,2022-11-17,7,3,2,0,FB,Spain,Offline TA/TO,Direct,Transient-Party,Double,0,Refundable,6,3,33,Lisbon,Madrid,144.49,0,0,Check-Out,2022-05-16,2020-10-03,0
497,City Hotel,1,2022-01-19,2021-11-01,255,3,2,0,FB,Portugal,Online TA,Direct,Transient-Party,Double,0,Refundable,10,10,45,London,Lisbon,87.39,2,1,Canceled,2021-06-09,2021-05-09,1
498,City Hotel,0,2022-11-26,2021-07-22,251,1,1,0,BB,Portugal,Direct,Corporate,Group,Single,2,Non Refund,1,6,42,Paris,Madrid,184.38,0,4,Check-Out,2020-10-26,2022-03-20,0
499,Resort Hotel,0,2021-09-03,2021-05-30,201,1,2,1,HB,Spain,Direct,Corporate,Contract,Triple,3,Refundable,1,2,13,Madrid,Paris,86.81,2,0,No-Show,2021-04-11,2021-02-14,0
500,City Hotel,0,2021-03-13,2021-05-16,321,4,2,1,FB,Spain,Direct,Corporate,Transient-Party,Double,1,No Deposit,3,6,15,Madrid,London,147.99,0,3,No-Show,2020-03-15,2020-04-26,0
501,City Hotel,0,2022-08-26,2020-05-28,98,2,0,0,HB,Germany,Direct,Direct,Group,Triple,1,Refundable,1,9,50,London,Paris,61.49,0,0,Canceled,2021-02-08,2022-05-20,1
502,City Hotel,0,2021-03-31,2021-12-03,328,2,1,0,HB,Spain,Direct,Corporate,Transient-Party,Single,2,No Deposit,5,8,7,Paris,Madrid,151.97,2,4,No-Show,2021-08-26,2020-05-07,0
503,City Hotel,0,2020-08-09,2022-06-07,265,2,0,0,HB,Germany,Offline TA/TO,Corporate,Group,Double,2,No Deposit,5,1,36,London,Lisbon,86.05,1,4,No-Show,2020-12-12,2019-11-18,0
504,Resort Hotel,0,2022-11-09,2021-06-18,213,1,1,1,HB,Portugal,Online TA,TA/TO,Group,Single,1,Refundable,1,6,12,Berlin,London,103.89,1,0,Canceled,2022-04-24,2022-04-10,1
505,Resort Hotel,1,2021-02-08,2022-05-16,169,4,1,1,FB,Portugal,Corporate,Corporate,Contract,Single,2,Non Refund,5,2,9,Madrid,Madrid,93.96,2,1,No-Show,2022-09-20,2020-08-23,0
506,City Hotel,1,2020-05-20,2020-03-06,207,3,0,0,HB,Germany,Direct,TA/TO,Group,Double,1,Non Refund,5,10,22,Berlin,Berlin,55.48,1,0,Canceled,2021-07-13,2019-10-26,1
507,City Hotel,1,2020-10-12,2022-09-04,265,4,0,0,BB,Portugal,Online TA,Corporate,Transient-Party,Triple,0,Refundable,8,3,34,Paris,Lisbon,183.41,2,2,Check-Out,2022-07-07,2020-01-21,0
508,Resort Hotel,1,2021-03-06,2021-04-25,87,4,2,0,BB,Germany,Offline TA/TO,Corporate,Transient,Triple,1,Non Refund,4,4,33,Paris,Lisbon,109.69,2,0,Canceled,2020-12-09,2020-12-09,1
509,City Hotel,1,2022-04-09,2022-01-14,190,2,0,0,BB,United Kingdom,Corporate,Direct,Contract,Double,2,Non Refund,10,10,10,Berlin,Berlin,92.2,0,4,Canceled,2021-03-04,2021-10-01,1
510,Resort Hotel,0,2022-06-26,2021-05-13,101,2,2,0,BB,United Kingdom,Offline TA/TO,Corporate,Contract,Single,3,Refundable,4,4,12,London,Berlin,88.26,0,3,No-Show,2021-02-15,2022-03-17,0
511,City Hotel,0,2022-11-09,2021-01-01,96,2,2,1,FB,United Kingdom,Corporate,Corporate,Group,Triple,3,No Deposit,3,6,27,London,Berlin,104.75,1,2,No-Show,2020-03-21,2022-08-05,0
512,Resort Hotel,1,2021-02-05,2021-12-03,68,2,1,1,BB,France,Corporate,Corporate,Transient-Party,Single,1,Non Refund,1,9,9,Paris,London,127.25,0,3,No-Show,2021-01-13,2020-11-29,0
513,City Hotel,0,2020-05-10,2022-05-10,85,4,2,0,BB,United Kingdom,Direct,Direct,Group,Single,2,Non Refund,9,4,34,Berlin,Berlin,89.05,0,4,No-Show,2020-12-03,2020-02-15,0
514,City Hotel,0,2020-09-10,2021-07-28,136,4,1,0,HB,United Kingdom,Corporate,Corporate,Contract,Triple,0,Non Refund,1,5,50,Madrid,Paris,108.26,0,2,Check-Out,2022-01-19,2020-04-27,0
515,City Hotel,0,2020-08-07,2021-09-30,192,4,0,0,BB,United Kingdom,Online TA,Corporate,Contract,Double,2,Non Refund,8,2,44,Berlin,Lisbon,91.65,2,4,Canceled,2022-10-12,2020-01-28,1
516,City Hotel,0,2022-01-11,2020-06-10,53,1,0,0,BB,Spain,Online TA,Direct,Transient-Party,Single,1,Refundable,8,1,50,Berlin,Madrid,150.47,1,3,No-Show,2020-11-13,2021-11-19,0
517,City Hotel,0,2022-09-13,2022-07-15,196,4,0,1,FB,United Kingdom,Online TA,TA/TO,Contract,Triple,1,No Deposit,9,2,30,Paris,London,181.2,1,3,No-Show,2021-01-13,2022-03-01,0
518,Resort Hotel,1,2022-06-11,2020-02-29,139,2,0,1,FB,France,Online TA,Corporate,Group,Double,0,Non Refund,7,2,26,Madrid,Paris,101.2,0,2,Canceled,2022-12-26,2022-01-23,1
519,Resort Hotel,1,2021-12-25,2022-12-09,166,2,0,1,BB,Portugal,Online TA,Direct,Transient,Single,3,Non Refund,9,4,35,Madrid,Berlin,141.69,0,2,Canceled,2020-09-02,2021-07-12,1
520,Resort Hotel,0,2021-04-17,2020-12-04,78,2,2,1,FB,Spain,Direct,TA/TO,Contract,Double,0,No Deposit,5,2,3,London,Lisbon,114.75,2,1,No-Show,2020-01-08,2021-01-29,0
521,Resort Hotel,1,2020-11-27,2021-08-01,90,2,2,0,BB,Portugal,Offline TA/TO,Direct,Contract,Single,0,Refundable,4,3,33,Berlin,Paris,56.59,2,3,Check-Out,2021-07-26,2020-08-29,0
522,Resort Hotel,0,2021-07-28,2020-04-07,259,4,0,1,BB,United Kingdom,Corporate,Corporate,Group,Double,1,No Deposit,9,2,24,Lisbon,Lisbon,179.35,2,2,No-Show,2020-04-16,2020-11-11,0
523,City Hotel,0,2022-08-20,2020-02-19,245,2,0,0,BB,United Kingdom,Offline TA/TO,Direct,Transient,Triple,2,Refundable,9,4,7,Lisbon,Paris,148.95,2,1,Check-Out,2020-04-22,2021-12-18,0
524,City Hotel,1,2021-04-08,2020-10-12,20,2,1,0,BB,Portugal,Direct,Corporate,Transient,Single,0,Refundable,6,4,50,Paris,Berlin,187.76,1,3,Canceled,2020-01-13,2021-03-19,1
525,Resort Hotel,1,2020-09-24,2020-04-20,304,4,1,1,HB,Portugal,Corporate,TA/TO,Contract,Double,0,Refundable,7,8,24,London,Berlin,84.59,2,4,No-Show,2022-06-15,2019-11-25,0
526,City Hotel,1,2022-05-06,2021-04-30,240,3,0,0,FB,Spain,Corporate,TA/TO,Transient,Triple,1,No Deposit,1,10,7,London,London,84.96,0,0,Check-Out,2020-07-21,2021-09-08,0
527,Resort Hotel,0,2020-06-14,2020-06-20,227,2,2,1,BB,Portugal,Corporate,Direct,Transient-Party,Triple,1,No Deposit,2,10,25,Paris,Madrid,125.55,2,4,No-Show,2022-01-02,2019-10-31,0
528,Resort Hotel,0,2022-10-25,2020-06-08,47,4,2,0,FB,Portugal,Corporate,Corporate,Group,Triple,0,No Deposit,1,8,3,Madrid,Madrid,174.76,2,2,Check-Out,2021-10-13,2022-09-08,0
529,City Hotel,0,2020-05-08,2020-04-19,41,3,1,0,BB,Portugal,Online TA,Corporate,Transient,Triple,0,Non Refund,10,1,5,Paris,Madrid,116.59,2,0,Canceled,2020-12-22,2020-03-28,1
530,Resort Hotel,0,2020-10-22,2020-06-22,307,4,2,0,FB,Germany,Corporate,Direct,Transient-Party,Double,2,Non Refund,5,10,2,Lisbon,Madrid,103.32,2,1,Canceled,2020-09-04,2019-12-20,1
531,City Hotel,0,2021-03-18,2022-04-09,154,3,2,0,BB,United Kingdom,Online TA,Corporate,Contract,Single,1,Non Refund,3,8,34,Paris,London,82.53,2,4,Check-Out,2021-09-17,2020-10-15,0
532,City Hotel,0,2021-11-17,2021-10-18,260,2,2,1,BB,Portugal,Corporate,TA/TO,Group,Triple,3,Non Refund,9,6,44,London,Madrid,83.62,1,3,No-Show,2021-06-27,2021-03-02,0
533,City Hotel,1,2022-10-23,2020-11-04,20,2,0,1,FB,Spain,Online TA,TA/TO,Group,Single,1,Refundable,1,1,26,London,Madrid,152.48,2,3,Canceled,2022-04-24,2022-10-03,1
534,Resort Hotel,0,2022-07-31,2022-12-23,101,3,0,0,BB,Spain,Direct,TA/TO,Transient,Triple,1,Non Refund,8,10,22,Lisbon,London,190.84,1,0,Check-Out,2021-03-25,2022-04-21,0
535,City Hotel,1,2020-09-28,2021-03-12,117,3,2,0,BB,Spain,Offline TA/TO,TA/TO,Transient,Double,2,No Deposit,9,10,40,Lisbon,Madrid,124.85,0,1,Check-Out,2021-05-30,2020-06-03,0
536,City Hotel,0,2022-02-21,2021-03-03,347,3,0,0,HB,Germany,Corporate,Corporate,Transient-Party,Double,2,Non Refund,5,7,22,London,Berlin,101.34,1,3,Check-Out,2022-08-04,2021-03-11,0
537,City Hotel,1,2020-05-03,2020-03-21,157,1,1,1,BB,Spain,Offline TA/TO,TA/TO,Transient,Double,0,Non Refund,7,5,50,Lisbon,Madrid,146.5,0,4,Check-Out,2022-12-03,2019-11-28,0
538,Resort Hotel,1,2022-05-05,2022-09-06,252,1,1,1,BB,France,Online TA,TA/TO,Contract,Double,2,Refundable,7,5,29,Paris,Madrid,98.48,0,4,Canceled,2022-11-04,2021-08-26,1
539,Resort Hotel,0,2021-02-18,2020-09-05,98,2,0,1,HB,France,Online TA,Corporate,Transient,Double,0,Refundable,7,7,20,Paris,Lisbon,132.75,2,0,Canceled,2020-06-12,2020-11-12,1
540,Resort Hotel,0,2021-05-09,2022-12-21,253,1,1,0,FB,Portugal,Direct,Corporate,Transient-Party,Double,1,Refundable,4,10,37,Paris,Berlin,72.24,0,0,No-Show,2020-11-26,2020-08-29,0
541,City Hotel,1,2021-08-24,2021-04-13,7,1,1,1,HB,Portugal,Corporate,TA/TO,Transient,Double,2,No Deposit,10,4,35,Paris,Paris,118.31,0,0,Canceled,2022-03-17,2021-08-17,1
542,Resort Hotel,1,2021-10-22,2022-07-12,344,4,0,1,FB,Germany,Offline TA/TO,Direct,Contract,Double,1,Refundable,2,5,13,London,Berlin,96.84,1,3,Canceled,2022-11-20,2020-11-12,1
543,Resort Hotel,0,2022-06-25,2021-02-08,43,2,1,0,FB,Spain,Offline TA/TO,Direct,Contract,Single,3,No Deposit,9,10,43,London,London,66.01,1,1,No-Show,2020-01-12,2022-05-13,0
544,City Hotel,1,2020-11-15,2021-05-14,39,2,2,1,BB,Portugal,Direct,TA/TO,Group,Double,3,Refundable,2,9,30,Lisbon,Madrid,77.33,0,2,Canceled,2022-07-08,2020-10-07,1
545,City Hotel,1,2022-05-02,2021-01-08,296,2,2,0,HB,France,Corporate,Direct,Transient-Party,Single,2,Refundable,1,3,33,Madrid,Berlin,66.31,0,2,Canceled,2020-05-11,2021-07-10,1
546,City Hotel,1,2020-04-19,2021-04-28,145,3,2,0,FB,Spain,Online TA,TA/TO,Group,Single,2,Non Refund,6,1,29,Paris,Madrid,196.96,0,3,No-Show,2021-06-26,2019-11-26,0
547,Resort Hotel,1,2022-08-17,2020-06-13,364,1,1,0,FB,United Kingdom,Online TA,Direct,Transient,Triple,1,Refundable,10,2,44,Berlin,Lisbon,153.57,0,2,Check-Out,2022-08-03,2021-08-18,0
548,City Hotel,0,2022-06-14,2020-11-10,89,3,0,1,FB,United Kingdom,Direct,Corporate,Transient,Double,1,No Deposit,7,7,15,London,Lisbon,195.64,0,4,Check-Out,2021-06-09,2022-03-17,0
549,Resort Hotel,0,2020-01-27,2021-04-15,169,2,1,0,FB,France,Corporate,Corporate,Transient-Party,Single,1,Refundable,2,7,4,Paris,London,176.79,0,0,Check-Out,2021-07-26,2019-08-11,0
550,Resort Hotel,1,2022-07-31,2020-03-24,17,1,1,1,HB,Portugal,Direct,Corporate,Transient-Party,Single,2,Non Refund,3,3,12,London,Lisbon,184.32,2,1,Check-Out,2021-04-02,2022-07-14,0
551,City Hotel,0,2021-02-02,2022-06-21,45,3,2,1,FB,United Kingdom,Corporate,Direct,Group,Triple,3,Refundable,4,6,43,Lisbon,Berlin,135.24,1,2,Canceled,2021-02-15,2020-12-19,1
552,Resort Hotel,1,2022-04-02,2021-07-21,34,4,0,0,FB,United Kingdom,Offline TA/TO,TA/TO,Group,Double,3,No Deposit,9,2,7,London,Paris,143.27,0,2,No-Show,2022-01-14,2022-02-27,0
553,City Hotel,0,2022-05-04,2021-10-31,67,4,0,0,BB,Portugal,Corporate,Corporate,Transient-Party,Triple,0,Refundable,5,2,26,Paris,Lisbon,68.7,2,0,Check-Out,2022-06-06,2022-02-26,0
554,City Hotel,1,2020-01-23,2022-01-06,298,4,2,0,FB,France,Offline TA/TO,TA/TO,Group,Single,2,Refundable,7,2,19,Paris,Lisbon,164.49,1,4,No-Show,2021-06-22,2019-03-31,0
555,Resort Hotel,0,2022-07-19,2021-03-28,158,4,0,1,BB,France,Direct,Direct,Transient,Single,1,Non Refund,4,3,37,Paris,Lisbon,60.89,0,4,Canceled,2022-04-19,2022-02-11,1
556,Resort Hotel,1,2021-04-02,2021-10-09,301,3,1,1,HB,United Kingdom,Direct,Corporate,Group,Double,3,Non Refund,3,9,25,Berlin,London,94.49,0,2,No-Show,2020-12-25,2020-06-05,0
557,City Hotel,0,2020-04-25,2022-10-10,305,2,1,1,BB,Portugal,Offline TA/TO,TA/TO,Group,Double,0,Refundable,1,3,3,Paris,Paris,158.12,1,2,Canceled,2022-03-20,2019-06-25,1
558,Resort Hotel,0,2022-07-22,2022-11-29,27,4,2,1,BB,Spain,Online TA,Corporate,Group,Single,0,No Deposit,2,3,17,Lisbon,Madrid,98.05,1,2,Canceled,2020-08-18,2022-06-25,1
559,City Hotel,0,2022-06-11,2021-01-22,41,3,0,0,BB,Portugal,Online TA,Direct,Contract,Single,3,Refundable,3,9,29,Lisbon,Berlin,196.7,2,1,No-Show,2022-11-01,2022-05-01,0
560,City Hotel,1,2022-02-18,2021-09-30,27,1,1,1,FB,Portugal,Offline TA/TO,Direct,Group,Double,3,No Deposit,9,5,4,Berlin,Madrid,119.52,0,1,Canceled,2021-10-21,2022-01-22,1
561,Resort Hotel,0,2020-04-01,2021-06-23,247,2,0,0,HB,France,Online TA,Direct,Contract,Triple,0,Refundable,8,3,17,London,Paris,95.18,1,0,Canceled,2020-12-28,2019-07-29,1
562,Resort Hotel,0,2021-05-23,2021-06-30,261,3,0,0,FB,United Kingdom,Online TA,Corporate,Contract,Double,0,Non Refund,2,3,13,Paris,London,103.95,1,4,Canceled,2020-11-28,2020-09-04,1
563,City Hotel,1,2021-05-27,2020-08-22,50,4,1,1,HB,United Kingdom,Offline TA/TO,Corporate,Group,Triple,2,No Deposit,7,10,19,Lisbon,Madrid,161.84,2,2,Canceled,2020-08-03,2021-04-07,1
564,City Hotel,0,2021-02-04,2022-08-24,196,2,1,0,HB,Portugal,Offline TA/TO,Corporate,Contract,Double,2,No Deposit,3,1,16,Madrid,Paris,193.1,1,0,Check-Out,2020-01-28,2020-07-23,0
565,Resort Hotel,1,2022-06-15,2020-11-14,349,1,1,1,FB,United Kingdom,Corporate,TA/TO,Transient,Triple,3,Refundable,1,8,13,Paris,Paris,58.42,0,1,Canceled,2022-02-01,2021-07-01,1
566,City Hotel,0,2020-11-30,2021-04-23,83,1,0,0,BB,Spain,Corporate,TA/TO,Contract,Triple,2,No Deposit,1,5,25,Berlin,Paris,142.83,2,2,Check-Out,2020-11-24,2020-09-08,0
567,Resort Hotel,1,2022-11-27,2022-03-13,129,1,2,0,BB,Portugal,Corporate,TA/TO,Group,Single,2,Non Refund,3,8,50,Paris,Paris,180.28,2,2,No-Show,2020-03-11,2022-07-21,0
568,Resort Hotel,1,2020-11-14,2020-07-17,310,3,2,0,BB,France,Offline TA/TO,Direct,Transient,Triple,2,Non Refund,9,1,19,Madrid,Lisbon,197.75,1,1,No-Show,2020-09-03,2020-01-09,0
569,Resort Hotel,1,2022-12-15,2020-10-04,216,2,1,1,FB,France,Corporate,Direct,Group,Double,1,Non Refund,10,5,43,Berlin,Madrid,178.0,1,0,No-Show,2020-07-21,2022-05-13,0
570,Resort Hotel,1,2021-05-01,2021-03-09,218,2,0,1,FB,United Kingdom,Online TA,TA/TO,Group,Double,1,Refundable,2,6,21,Lisbon,Berlin,115.78,0,1,Canceled,2021-08-17,2020-09-25,1
571,City Hotel,1,2022-12-27,2020-10-14,298,1,0,1,BB,Portugal,Offline TA/TO,Corporate,Group,Triple,2,Non Refund,1,5,4,Paris,Berlin,130.13,1,3,No-Show,2021-04-03,2022-03-04,0
572,City Hotel,1,2020-07-08,2020-01-30,149,4,1,1,HB,Germany,Corporate,Direct,Group,Single,3,Non Refund,2,4,32,Lisbon,London,165.87,2,4,No-Show,2020-06-01,2020-02-10,0
573,Resort Hotel,1,2020-02-28,2020-06-27,337,3,1,1,BB,Portugal,Corporate,TA/TO,Contract,Single,2,Refundable,2,6,46,London,Madrid,144.48,1,2,Check-Out,2021-07-18,2019-03-28,0
574,Resort Hotel,0,2020-12-08,2020-03-05,12,4,2,1,BB,Germany,Offline TA/TO,TA/TO,Transient-Party,Double,3,Non Refund,7,5,5,London,London,104.84,1,1,Canceled,2020-06-05,2020-11-26,1
575,City Hotel,1,2021-07-09,2020-03-02,168,4,2,1,FB,United Kingdom,Offline TA/TO,TA/TO,Transient,Triple,2,Refundable,9,8,41,London,London,68.37,0,1,Canceled,2020-05-20,2021-01-22,1
576,Resort Hotel,1,2022-06-21,2020-10-06,120,3,0,0,FB,Portugal,Online TA,Corporate,Contract,Double,3,Refundable,5,3,30,Madrid,London,92.88,2,0,No-Show,2020-08-30,2022-02-21,0
577,Resort Hotel,1,2020-09-14,2022-08-10,67,2,1,0,HB,France,Offline TA/TO,Direct,Contract,Single,0,Refundable,10,10,12,Lisbon,London,137.57,0,2,No-Show,2022-09-28,2020-07-09,0
578,City Hotel,1,2021-12-17,2021-06-25,161,4,1,0,FB,Portugal,Corporate,TA/TO,Group,Single,0,No Deposit,5,7,49,Berlin,Lisbon,135.38,1,3,No-Show,2022-09-30,2021-07-09,0
579,City Hotel,0,2021-11-03,2020-01-18,24,1,1,1,FB,Portugal,Corporate,Corporate,Transient-Party,Double,3,Refundable,9,8,9,Paris,Lisbon,120.41,1,1,No-Show,2021-07-30,2021-10-10,0
580,Resort Hotel,0,2021-05-06,2021-02-04,280,4,1,0,FB,Spain,Offline TA/TO,Corporate,Group,Single,2,Refundable,10,8,22,Paris,Berlin,61.74,1,2,No-Show,2020-07-13,2020-07-30,0
581,City Hotel,1,2022-10-29,2020-09-26,303,4,1,1,HB,Portugal,Direct,Direct,Group,Double,1,No Deposit,8,2,5,Madrid,Berlin,187.45,2,4,No-Show,2020-10-19,2021-12-30,0
582,City Hotel,1,2020-09-19,2022-03-17,124,4,0,1,HB,Germany,Direct,Corporate,Transient,Double,3,Non Refund,7,4,32,Berlin,Madrid,106.2,0,2,Check-Out,2022-04-20,2020-05-18,0
583,City Hotel,0,2020-09-26,2022-06-28,263,3,2,0,FB,Portugal,Corporate,Direct,Transient,Single,3,No Deposit,9,7,23,Lisbon,Madrid,199.78,0,2,Canceled,2020-02-11,2020-01-07,1
584,City Hotel,1,2022-06-23,2020-05-19,171,2,1,0,FB,France,Offline TA/TO,Direct,Transient-Party,Triple,1,Non Refund,10,8,47,London,Madrid,66.07,2,2,Check-Out,2022-05-10,2022-01-03,0
585,Resort Hotel,0,2021-10-02,2022-07-14,225,3,1,0,HB,Germany,Offline TA/TO,Direct,Contract,Triple,2,Refundable,10,10,19,Madrid,Berlin,117.95,0,3,No-Show,2021-07-27,2021-02-19,0
586,City Hotel,0,2021-06-24,2021-12-11,10,3,1,0,FB,France,Offline TA/TO,TA/TO,Transient,Double,3,Refundable,5,6,44,Berlin,Paris,150.58,1,0,No-Show,2020-04-13,2021-06-14,0
587,City Hotel,1,2021-09-13,2021-09-20,282,3,1,1,BB,United Kingdom,Online TA,TA/TO,Transient-Party,Single,2,No Deposit,3,1,16,Lisbon,Paris,75.21,1,2,Check-Out,2022-06-28,2020-12-05,0
588,Resort Hotel,0,2020-10-09,2020-04-25,289,4,1,1,FB,United Kingdom,Corporate,TA/TO,Group,Double,2,Non Refund,10,3,48,London,Paris,160.62,2,1,Canceled,2022-01-01,2019-12-25,1
589,City Hotel,1,2022-11-22,2022-09-05,328,1,0,1,BB,Portugal,Direct,TA/TO,Transient-Party,Single,0,Refundable,8,1,41,Madrid,London,179.58,2,1,Canceled,2020-08-02,2021-12-29,1
590,Resort Hotel,1,2022-06-26,2022-04-04,182,3,1,1,BB,United Kingdom,Corporate,TA/TO,Group,Triple,2,No Deposit,1,3,5,Lisbon,Paris,148.62,2,4,Canceled,2021-03-08,2021-12-26,1
591,City Hotel,0,2021-09-28,2022-08-02,342,2,0,0,FB,France,Online TA,Direct,Transient-Party,Triple,1,Refundable,7,3,21,London,London,61.43,2,3,Canceled,2020-04-26,2020-10-21,1
592,Resort Hotel,1,2020-06-24,2021-03-17,184,1,1,1,FB,Germany,Online TA,Corporate,Transient-Party,Triple,1,Refundable,3,9,13,Lisbon,Paris,138.71,0,0,Canceled,2020-09-16,2019-12-23,1
593,City Hotel,1,2021-08-20,2020-12-18,283,2,2,0,BB,France,Offline TA/TO,Corporate,Transient,Triple,0,Refundable,10,4,2,Paris,Lisbon,178.35,0,1,Check-Out,2022-08-22,2020-11-10,0
594,Resort Hotel,0,2021-06-23,2022-02-06,85,2,0,0,FB,United Kingdom,Corporate,TA/TO,Contract,Double,0,No Deposit,7,9,7,Lisbon,Berlin,137.45,2,3,Check-Out,2020-04-08,2021-03-30,0
595,City Hotel,1,2020-08-09,2020-05-05,5,3,2,0,BB,Germany,Online TA,TA/TO,Transient-Party,Single,0,No Deposit,1,10,42,Berlin,Paris,76.76,2,1,Check-Out,2022-09-22,2020-08-04,0
596,City Hotel,0,2020-04-08,2021-07-17,49,2,0,0,FB,Portugal,Direct,Direct,Transient-Party,Single,3,Non Refund,1,6,38,Berlin,Berlin,103.67,0,3,No-Show,2022-04-26,2020-02-19,0
597,Resort Hotel,1,2021-07-11,2022-10-12,224,3,1,1,FB,Germany,Offline TA/TO,Direct,Transient-Party,Triple,1,No Deposit,10,10,38,Madrid,Madrid,95.94,0,2,No-Show,2021-04-26,2020-11-29,0
598,City Hotel,0,2022-10-23,2022-08-04,81,4,2,1,FB,Portugal,Direct,Direct,Transient,Single,1,Refundable,7,5,19,Paris,Paris,186.24,0,0,Canceled,2022-02-01,2022-08-03,1
599,City Hotel,1,2021-12-20,2020-03-19,117,2,2,0,HB,Portugal,Offline TA/TO,TA/TO,Transient,Triple,1,No Deposit,9,3,5,Madrid,London,130.12,1,2,Check-Out,2020-02-08,2021-08-25,0
600,Resort Hotel,0,2020-07-19,2021-10-05,296,2,2,0,HB,United Kingdom,Direct,Corporate,Group,Double,2,No Deposit,8,5,20,Paris,London,88.19,2,2,Check-Out,2022-06-08,2019-09-27,0
601,Resort Hotel,0,2020-09-01,2021-06-25,88,1,0,0,HB,Germany,Direct,TA/TO,Transient-Party,Double,0,Non Refund,1,3,24,Paris,Paris,154.66,0,0,No-Show,2021-03-29,2020-06-05,0
602,City Hotel,0,2021-02-16,2020-02-17,261,4,2,1,HB,Germany,Online TA,Direct,Transient,Double,3,No Deposit,5,5,30,Madrid,Lisbon,158.0,0,3,No-Show,2020-10-03,2020-05-31,0
603,City Hotel,0,2021-04-01,2021-07-12,155,3,0,0,FB,Spain,Direct,Direct,Contract,Triple,1,Refundable,5,10,9,Lisbon,Paris,161.11,1,3,Check-Out,2022-05-19,2020-10-28,0
604,Resort Hotel,0,2021-10-24,2022-10-04,289,4,0,1,HB,United Kingdom,Online TA,TA/TO,Transient,Single,1,No Deposit,7,10,17,London,Berlin,92.5,0,1,No-Show,2022-06-01,2021-01-08,0
605,City Hotel,0,2020-12-17,2020-04-23,267,1,1,1,HB,Germany,Online TA,Corporate,Transient-Party,Double,3,Non Refund,10,7,5,Berlin,Madrid,176.21,0,1,No-Show,2022-12-18,2020-03-25,0
606,Resort Hotel,0,2022-05-08,2022-05-21,118,3,0,0,HB,Spain,Offline TA/TO,TA/TO,Group,Single,2,No Deposit,9,8,36,Berlin,London,130.98,0,1,Check-Out,2022-04-04,2022-01-10,0
607,Resort Hotel,1,2022-12-01,2021-07-05,136,3,1,1,BB,Germany,Corporate,TA/TO,Contract,Triple,3,Refundable,9,9,16,London,London,163.47,2,4,Canceled,2022-08-20,2022-07-18,1
608,Resort Hotel,0,2021-06-15,2021-05-08,222,4,2,0,HB,Portugal,Online TA,TA/TO,Group,Single,1,No Deposit,9,7,38,Lisbon,Paris,60.57,0,4,Check-Out,2020-05-01,2020-11-05,0
609,City Hotel,1,2022-10-21,2021-06-23,8,1,1,1,FB,Germany,Corporate,Direct,Group,Single,1,No Deposit,7,9,39,Madrid,Madrid,61.24,0,0,Canceled,2020-06-01,2022-10-13,1
610,City Hotel,0,2022-05-21,2021-04-20,261,1,2,1,FB,Germany,Corporate,Corporate,Transient,Single,3,Refundable,4,1,32,Lisbon,Paris,188.61,0,1,Canceled,2020-10-23,2021-09-02,1
611,City Hotel,0,2020-01-21,2022-06-22,356,1,1,0,FB,France,Direct,Direct,Transient-Party,Double,1,Refundable,2,4,35,Paris,Madrid,108.94,0,1,Canceled,2022-03-09,2019-01-30,1
612,Resort Hotel,0,2022-01-15,2021-08-06,183,3,2,0,BB,Germany,Offline TA/TO,Direct,Transient-Party,Single,3,No Deposit,9,7,37,Lisbon,Berlin,73.81,1,2,Canceled,2021-12-01,2021-07-16,1
613,Resort Hotel,0,2020-07-14,2020-03-17,258,2,0,1,BB,Portugal,Direct,Corporate,Transient-Party,Single,2,No Deposit,8,7,16,London,Madrid,195.61,1,0,Check-Out,2022-01-28,2019-10-30,0
614,City Hotel,1,2022-03-30,2021-01-14,356,4,0,0,BB,Portugal,Offline TA/TO,Corporate,Transient,Triple,0,No Deposit,4,10,44,Lisbon,Lisbon,75.85,1,4,Canceled,2022-08-23,2021-04-08,1
615,City Hotel,1,2020-01-05,2021-02-12,193,2,0,1,FB,Germany,Direct,TA/TO,Group,Single,1,Refundable,5,10,34,Berlin,Berlin,65.25,1,4,No-Show,2020-03-25,2019-06-26,0
616,Resort Hotel,0,2022-10-13,2021-08-19,284,2,0,1,BB,France,Direct,TA/TO,Transient-Party,Single,3,Refundable,5,10,39,Berlin,Berlin,54.55,2,0,No-Show,2021-07-05,2022-01-02,0
617,City Hotel,1,2022-12-03,2022-11-20,28,2,1,0,BB,Portugal,Online TA,Corporate,Group,Triple,2,Refundable,4,8,0,Madrid,Lisbon,173.97,2,4,Check-Out,2022-07-14,2022-11-05,0
618,Resort Hotel,1,2022-08-15,2020-01-26,34,2,2,1,BB,Spain,Direct,Corporate,Contract,Triple,3,Non Refund,1,5,31,London,Paris,53.05,2,0,No-Show,2021-09-19,2022-07-12,0
619,Resort Hotel,0,2022-01-10,2020-12-14,142,2,1,0,HB,Portugal,Offline TA/TO,Direct,Transient,Single,1,No Deposit,8,7,8,Berlin,Lisbon,102.67,0,4,Canceled,2021-08-06,2021-08-21,1
620,City Hotel,1,2021-02-23,2021-01-30,246,3,1,1,HB,France,Online TA,Corporate,Group,Single,3,Refundable,4,8,23,Madrid,Paris,149.37,0,3,No-Show,2020-05-09,2020-06-22,0
